"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"22","Trait37","mrMLM","PstI.TP622176","3","65129470"," 0.0257","3.0462","3.744408","12.7402","0.3772","C","0.0017","0.0031"
"22","Trait37","mrMLM","NsiI.TP821811","4","48427329","-0.0364","8.4672","9.370933","28.6737","0.1360","A","",""
"22","Trait37","mrMLM","NsiI.TP825923","6","52448208"," 0.0252","3.6255","4.357668","15.5694","0.1842","C","",""
"22","Trait37","FASTmrMLM","PstI.TP1248141","1","57379416","0.006","3.0492","3.7476","0.9871","0.1509","C","8e-04","0.0031"
"22","Trait37","FASTmrMLM","PstI.TP134743","1","73610397","-1e-04","3.829","4.5719","5.2977e-05","0.0474","A","",""
"22","Trait37","FASTmrMLM","PstI.TP640960","1","80209769","6.2129e-05","4.7052","5.4891","1.2432e-05","0.0388","C","",""
"22","Trait37","FASTmrMLM","NsiI.TP324593","4","54954569","0.0025","3.953","4.7022","0.0469","0.0776","C","",""
"22","Trait37","FASTmrMLM","PstI.TP1052140","6","19137861","0.0067","4.9354","5.7289","0.1926","0.1034","A","",""
"22","Trait37","FASTmrMLM","NsiI.TP825923","6","52448208","0.0058","3.0647","3.7641","1.028","0.1897","C","",""
"22","Trait37","FASTmrMLM","NsiI.TP383484","9","6111601","0.0124","4.8482","5.6381","2.3224","0.1983","C","",""
"22","Trait37","FASTmrMLM","PstI.TP1282314","9","15059279","0.0075","3.5683","4.2973","1.7442","0.1595","A","",""
"22","Trait37","FASTmrMLM","PstI.TP1264238","10","5451657","6e-04","5.5052","6.3208","0.0014","0.0431","C","",""
"22","Trait37","FASTmrMLM","PstI.TP1020545","11","7078","0.016","5.2494","6.0553","7.0105","0.3405","A","",""
"22","Trait37","pLARmEB","PstI.TP1004938","1","72895372","-1.2896e-05","3.5927","4.3231","1.6748e-06","0.2845","C","6e-04","0.0031"
"22","Trait37","pLARmEB","PstI.TP661215","3","54129611","0.0193","9.543","10.4715","11.802","0.2198","A","",""
"22","Trait37","pLARmEB","PstI.TP332845","3","68039381","-5.7335e-05","3.5215","4.248","7.6954e-05","0.4353","C","",""
"22","Trait37","pLARmEB","NsiI.TP676052","4","1055463","-0.0022","3.3766","4.0948","0.1454","0.4095","C","",""
"22","Trait37","pLARmEB","PstI.TP133136","5","65324990","0.013","3.6087","4.34","2.0005","0.194","C","",""
"22","Trait37","pLARmEB","NsiI.TP211131","6","32284894","-0.0257","8.4756","9.3795","2.8174","0.0647","C","",""
"22","Trait37","pLARmEB","NsiI.TP493682","7","59972191","-0.0069","4.8782","5.6694","1.5082","0.2414","A","",""
"22","Trait37","pLARmEB","NsiI.TP383484","9","6111601","0.0098","4.4074","5.1782","1.4568","0.1983","C","",""
"22","Trait37","pLARmEB","PstI.TP1282314","9","15059279","0.0113","5.559","6.3765","3.95","0.1595","A","",""
"22","Trait37","pLARmEB","PstI.TP1192081","9","48933732","0.0128","3.5686","4.2977","1.6543","0.1034","G","",""
"22","Trait37","pLARmEB","NsiI.TP616446","9","56031936","-0.0078","5.3183","6.1269","1.8519","0.4569","C","",""
"22","Trait37","pLARmEB","PstI.TP125419","10","50424324","-0.0153","7.6422","8.5248","2.3593","0.2241","G","",""
"22","Trait37","pLARmEB","PstI.TP187918","11","1532","0.0152","5.3982","6.2098","6.4349","0.25","G","",""
"22","Trait37","pLARmEB","PstI.TP497572","11","3771","0.0116","4.403","5.1736","2.242","0.3103","C","",""
"22","Trait37","pLARmEB","PstI.TP1020545","11","7078","0.0082","3.6551","4.3889","1.835","0.3405","A","",""
"22","Trait37","pLARmEB","NsiI.TP767179","11","18585","0.0156","5.501","6.3164","7.6565","0.2328","A","",""
