"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"1",1,"CmD_LI_mm","mrMLM","NsiI.TP506284",1,75748041,0.00000401128943800119
"2",2,"CmD_LI_mm","mrMLM","PstI.TP1154493",2,47054143,0.00004907281822605
"3",3,"CmD_LI_mm","mrMLM","PstI.TP217994",4,61088428,0.000000110892710789491
"4",4,"CmD_LI_mm","mrMLM","PstI.TP840679",6,49388605,0.000000000000186628514827212
"5",5,"CmD_LI_mm","mrMLM","GFSSContig17265_1038",6,49927748,0.0000315867541380874
"6",6,"CmD_LI_mm","mrMLM","PstI.TP14229",9,57790410,0.0000164282385310908
"7",7,"CmD_LI_mm","FASTmrMLM","PstI.TP1154493",2,47054143,0.00000357931565565039
"8",8,"CmD_LI_mm","FASTmrMLM","NsiI.TP180962",3,55022518,0.0000208497091012371
"9",9,"CmD_LI_mm","FASTmrMLM","PstI.TP217994",4,61088428,0.000000857827569882808
"10",10,"CmD_LI_mm","FASTmrMLM","PstI.TP840679",6,49388605,0.000000102188023688844
"11",11,"CmD_LI_mm","FASTmrMLM","PstI.TP1248844",8,1028461,0.0000607155592988648
"12",12,"CmD_LI_mm","FASTmrMLM","NsiI.TP66555",11,9920,0.000055911352757056
"13",13,"CmD_LI_mm","pLARmEB","PstI.TP51547",3,14061193,0.0000176400576447641
"14",14,"CmD_LI_mm","pLARmEB","PstI.TP816953",11,5653,0.000000596760404972349
"15",15,"CmD_LI_mm","pLARmEB","NsiI.TP66555",11,9920,0.000026539943868229
"16",16,"CmD_LI_mm","ISIS EM-BLASSO","NsiI.TP554929",3,73321437,0.00000000208737270391055
"17",17,"CmD_LI_mm","ISIS EM-BLASSO","PstI.TP840679",6,49388605,0.000000394820778037883
"18",18,"CmD_LI_mm","ISIS EM-BLASSO","PstI.TP1248844",8,1028461,0.0000842558375339826
"19",19,"CmD_LI_mm","ISIS EM-BLASSO","NsiI.TP66555",11,9920,0.0000601035328050242
"20",20,"CmD_LI_mm","ISIS EM-BLASSO","NsiI.TP578256",11,16314,0.0000330673962798845
"21",21,"CmD_LI_mm","FarmCPU","PstI.TP262331",2,4692065,0.0000000832132515785494
"22",22,"CmD_LI_mm","FarmCPU","PstI.TP51816",4,64961913,0.000000146930276272979
"23",23,"CmD_LI_mm","FarmCPU","PstI.TP457236",6,808796,0.000000249213983664091
"24",24,"CmD_LI_mm","FarmCPU","PstI.TP142256",11,1187,0.00000000295819039894847
