Name,Chromosome,Position,P.value,maf,effect
PstI.TP863331,1,161269,0.26945356003886,0.0679999999999999,0.279880096127258
NsiI.TP148773,1,285352,0.165031805821965,0.12,0.274651056030989
PstI.TP425356,1,569039,0.751641978221977,0.052,-0.0888925698262921
PstI.TP999740,1,569491,0.338163801949012,0.1,0.219035355164402
PstI.TP354591,1,1050082,0.805270442275419,0.308,-0.0389339883679806
PstI.TP856852,1,1153760,0.529878501644778,0.2,0.142751413428869
PstI.TP775725,1,1175417,0.380299643411153,0.0600000000000001,-0.221977932555453
PstI.TP417865,1,2030761,0.436806170519568,0.344,-0.163390068120986
PstI.TP885267,1,2084430,0.533943310233107,0.076,-0.181181852841629
PstI.TP1294018,1,2280325,0.609476184063296,0.084,0.132772592655318
PstI.TP441536,1,2816855,0.225939706330453,0.364,0.147654546923527
PstI.TP525202,1,2884119,0.476913589263357,0.0679999999999999,-0.1595721657544
PstI.TP1268585,1,2988383,0.879691767378415,0.368,0.0309159047340113
PstI.TP849876,1,3050119,0.89954452901661,0.096,0.0245059283500293
PstI.TP626124,1,3342723,0.707926785249827,0.056,0.124966342878893
PstI.TP1059573,1,3357749,0.739946579013924,0.16,-0.0724645007748418
PstI.TP1244443,1,3397749,0.318792028882405,0.144,-0.181901365447472
PstI.TP726521,1,3535515,0.87434171584797,0.0639999999999999,0.0489287864976855
PstI.TP374511,1,3576636,0.60103510127855,0.132,0.0919214743255144
PstI.TP1267977,1,3576713,0.988075412773158,0.108,-0.00320063563335669
PstI.TP961085,1,3705536,0.764614382686626,0.4,0.0428728169922635
PstI.TP21889,1,3705780,0.449815947562687,0.216,0.115608856920767
PstI.TP1053336,1,3955998,0.97391886774896,0.096,0.00628521439914231
PstI.TP891020,1,4033768,0.488110932804412,0.064,0.176420881985219
PstI.TP140451,1,4460094,0.817103230873713,0.216,-0.044914328197227
NsiI.TP468762,1,4620729,0.157192554527446,0.084,-0.342696323207317
PstI.TP307588,1,4762662,0.899866720006199,0.088,-0.0285673451020969
PstI.TP920636,1,4777048,0.150918917784219,0.1,-0.31713661703546
PstI.TP683907,1,4900973,0.203168732173431,0.168,-0.238826549540014
PstI.TP402429,1,4990016,0.186097101358083,0.0679999999999999,-0.342278473270162
PstI.TP684655,1,5379329,0.560987521060914,0.404,-0.0751722521855637
PstI.TP9547,1,5534818,0.851464127628694,0.34,0.0257337946826941
PstI.TP476949,1,5536792,0.894722516721183,0.472,-0.0153519333185978
PstI.TP291849,1,5571398,0.562673955291658,0.152,-0.0944087825976633
PstI.TP677745,1,5751851,0.965078198709636,0.2,-0.00714653811944155
PstI.TP705967,1,5858828,0.99932813599051,0.1,-0.00021316738041488
PstI.TP1252197,1,5912854,0.237983337633055,0.088,0.250306464264608
PstI.TP116123,1,5967108,0.93685236382978,0.052,0.0216754512921453
PstI.TP523933,1,6018181,0.508075735964282,0.268,-0.0955364424213141
NsiI.TP488601,1,6409370,0.261877032883563,0.3,0.14625261056979
PstI.TP1015835,1,6514843,0.775410505066338,0.188,-0.0512555537564948
PstI.TP547229,1,6574881,0.619986519759131,0.052,-0.131886419553746
PstI.TP1129801,1,6608649,0.995011138832509,0.2,0.000958473101435459
PstI.TP272307,1,6679965,0.836194803505426,0.26,-0.0314038369720241
PstI.TP444825,1,6930877,0.528281711842986,0.056,0.211594669436107
NsiI.TP800074,1,6979429,0.635737441978204,0.056,-0.176195051496013
PstI.TP806450,1,7007771,0.795962118020219,0.492,-0.0321205799234798
PstI.TP443586,1,7215893,0.648750507099318,0.352,0.0605069971551978
NsiI.TP375218,1,7321465,0.99018341073733,0.116,-0.00272685168503251
PstI.TP451905,1,7339832,0.656730925319392,0.076,0.104243350216305
PstI.TP712786,1,7449325,0.899402752886847,0.076,0.0282512515582692
PstI.TP1137764,1,7486769,0.207785184784514,0.0600000000000001,0.372050412563985
PstI.TP1173447,1,7571007,0.973245892077338,0.104,0.00756166639094813
PstI.TP973605,1,7933170,0.69493036068341,0.092,0.0778902553098925
PstI.TP972953,1,7984963,0.930757139240541,0.432,0.0113468658897739
PstI.TP308053,1,8330660,0.639490986839106,0.1,0.116860898991065
PstI.TP424566,1,8533790,0.783104734973995,0.14,-0.0512749687598393
PstI.TP302093,1,8923298,0.883976551396758,0.072,-0.0347609078247129
PstI.TP461927,1,9014162,0.343841776290961,0.104,0.228269978801893
PstI.TP443245,1,9039678,0.325105123498379,0.084,-0.248931695762669
PstI.TP542649,1,9116308,0.480702541096377,0.068,0.187648635375117
PstI.TP745827,1,9270379,0.830779976168691,0.076,-0.0515010490345385
PstI.TP974726,1,9504539,0.871324315568167,0.076,0.0330328640799652
PstI.TP701371,1,9558859,0.250877765971166,0.076,0.298511618313184
PstI.TP390724,1,9756005,0.353950074572048,0.108,-0.186722335457114
PstI.TP377612,1,9851429,0.685205746954851,0.208,0.0650436378538289
PstI.TP377610,1,9851445,0.45041001786131,0.068,0.22089391821835
PstI.TP120265,1,9929566,0.0627460768626795,0.072,0.397507649087569
PstI.TP498398,1,10010021,0.612060255351957,0.08,-0.130651442628155
