"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"32","Trait32","pLARmEB","NsiI.TP35313","1","692280","3e-04","1028.9721","Inf","0","0","C","1e-04","0.0016"
"32","Trait32","pLARmEB","PstI.TP1142098","1","2178144","0.004","920.4432","Inf","0.1029","0.0647","G","",""
"32","Trait32","pLARmEB","PstI.TP1095066","1","2661867","0.001","975.5648","Inf","0","0.0733","C","",""
"32","Trait32","pLARmEB","NsiI.TP564528","1","4080985","-6e-04","863.7222","Inf","0","0.0129","C","",""
"32","Trait32","pLARmEB","PstI.TP134953","1","5571436","-0.0014","1012.7302","Inf","0.1073","0.4483","G","",""
"32","Trait32","pLARmEB","NsiI.TP257077","1","6103539","0.0016","976.7014","Inf","0.1386","0.4353","C","",""
"32","Trait32","pLARmEB","NsiI.TP102967","1","6105258","-0.0013","917.1522","Inf","0.1035","0.2284","A","",""
"32","Trait32","pLARmEB","PstI.TP662300","1","9383388","0.002","1039.7009","Inf","0.0172","0.0216","A","",""
"32","Trait32","pLARmEB","PstI.TP770895","1","13263569","0.0029","956.409","Inf","0.0178","0.1207","A","",""
"32","Trait32","pLARmEB","NsiI.TP425431","1","29611471","-0.0026","989.3328","Inf","0.3438","0.3836","A","",""
"32","Trait32","pLARmEB","NsiI.TP30868","1","51136397","-0.0015","970.574","Inf","0.0269","0.0991","G","",""
"32","Trait32","pLARmEB","NsiI.TP421863","1","57943909","-0.0011","1000.1588","Inf","0.0709","0.2543","C","",""
"32","Trait32","pLARmEB","PstI.TP130505","1","69885963","-0.0031","930.2645","Inf","0.4693","0.4224","C","",""
"32","Trait32","pLARmEB","PstI.TP969142","1","70558586","0.0025","1002.1239","Inf","0.3439","0.1681","C","",""
"32","Trait32","pLARmEB","PstI.TP134743","1","73610397","-0.0012","952.2716","Inf","0.0139","0.0474","A","",""
"32","Trait32","pLARmEB","PstI.TP537292","1","78162057","-0.0019","917.6537","Inf","0.234","0.2457","C","",""
"32","Trait32","pLARmEB","PstI.TP640960","1","80209769","0.0042","1071.1821","Inf","0.114","0.0388","C","",""
"32","Trait32","pLARmEB","PstI.TP360841","2","2832783","6e-04","1010.845","Inf","0.0105","0.4095","C","",""
"32","Trait32","pLARmEB","NsiI.TP765685","2","16612091","-3e-04","963.8794","Inf","0","0.0302","A","",""
"32","Trait32","pLARmEB","NsiI.TP282845","2","21883367","5e-04","961.263","Inf","0.0105","0.0776","A","",""
"32","Trait32","pLARmEB","NsiI.TP205114","2","58611885","-0.0013","993.0827","Inf","0.0706","0.3147","G","",""
"32","Trait32","pLARmEB","PstI.TP688032","2","65120135","-5e-04","962.0682","Inf","0.0023","0.0172","A","",""
"32","Trait32","pLARmEB","PstI.TP800800","2","66545388","9e-04","1045.5929","Inf","0.0047","0.0388","C","",""
"32","Trait32","pLARmEB","PstI.TP778374","2","70165447","-0.0018","983.7422","Inf","0.1081","0.0603","A","",""
"32","Trait32","pLARmEB","NsiI.TP388907","2","71256645","-8e-04","929.2647","Inf","0.0156","0.2716","A","",""
"32","Trait32","pLARmEB","PstI.TP210905","2","72650615","0.0018","950.7262","Inf","0.1644","0.181","C","",""
"32","Trait32","pLARmEB","PstI.TP40160","2","77518912","0.0055","1063.0535","Inf","0.3201","0.069","G","",""
"32","Trait32","pLARmEB","NsiI.TP436966","3","208286","8e-04","1038.4468","Inf","0.0251","0.0991","A","",""
"32","Trait32","pLARmEB","PstI.TP838373","3","4277724","-0.0022","1041.9156","Inf","0.2288","0.4397","A","",""
"32","Trait32","pLARmEB","PstI.TP661215","3","54129611","0.0049","1021.3244","Inf","1.5011","0.2198","A","",""
"32","Trait32","pLARmEB","NsiI.TP123780","3","55955099","-0.001","868.5681","Inf","0.0247","0.25","C","",""
"32","Trait32","pLARmEB","NsiI.TP496851","3","61267172","-0.0012","964.282","Inf","0.0228","0.1164","C","",""
"32","Trait32","pLARmEB","PstI.TP218170","3","63210084","0.001","1025.519","Inf","0.055","0.3836","C","",""
"32","Trait32","pLARmEB","NsiI.TP540667","3","63587650","-0.0011","1032.8315","Inf","0.011","0.0819","G","",""
"32","Trait32","pLARmEB","PstI.TP622176","3","65129470","0.001","969.4723","Inf","0.0523","0.3707","C","",""
"32","Trait32","pLARmEB","PstI.TP332845","3","68039381","-0.0024","989.1091","Inf","0.2723","0.4353","C","",""
"32","Trait32","pLARmEB","NsiI.TP428565","3","70558346","3e-04","1011.0673","Inf","0","0.0129","A","",""
"32","Trait32","pLARmEB","NsiI.TP187793","3","71720682","-6e-04","1011.4874","Inf","0.0198","0.056","C","",""
"32","Trait32","pLARmEB","PstI.TP621994","3","74383503","-7e-04","1019.6642","Inf","0","0.0129","G","",""
"32","Trait32","pLARmEB","NsiI.TP676052","4","1055463","-8e-04","1027.4474","Inf","0.0344","0.4095","C","",""
"32","Trait32","pLARmEB","PstI.TP242436","4","2670410","-0.0035","1050.0195","Inf","0.5202","0.306","A","",""
"32","Trait32","pLARmEB","PstI.TP532669","4","3498516","9e-04","863.8095","Inf","0.0369","0.4741","A","",""
"32","Trait32","pLARmEB","NsiI.TP56457","4","4041209","-2e-04","1031.5032","Inf","0.002","0.3103","A","",""
"32","Trait32","pLARmEB","PstI.TP504809","4","5155593","0.001","1069.0465","Inf","0.0432","0.4138","G","",""
"32","Trait32","pLARmEB","PstI.TP876839","4","6887064","-9e-04","1058.4013","Inf","0.0241","0.0388","C","",""
"32","Trait32","pLARmEB","GFk45ctg179201_418","4","22559183","-9.5532e-05","991.5222","Inf","3e-04","0.0733","A","",""
"32","Trait32","pLARmEB","NsiI.TP821811","4","48427329","-0.0011","1005.4113","Inf","0.06","0.1336","A","",""
"32","Trait32","pLARmEB","NsiI.TP324593","4","54954569","0.0018","1002.568","Inf","0.049","0.0776","C","",""
"32","Trait32","pLARmEB","NsiI.TP750468","4","55101918","-5e-04","1034.1534","Inf","0.0159","0.0733","A","",""
"32","Trait32","pLARmEB","PstI.TP840334","4","59482155","-0.0031","1058.2582","Inf","0.4344","0.3362","A","",""
"32","Trait32","pLARmEB","PstI.TP94963","4","60699101","-0.0012","986.3021","Inf","0.0057","0.0776","A","",""
"32","Trait32","pLARmEB","PstI.TP675318","4","60844616","-0.0095","1044.2316","Inf","0.3901","0.0216","A","",""
"32","Trait32","pLARmEB","NsiI.TP205267","4","64749548","-0.0046","1059.1746","Inf","1.1494","0.0776","C","",""
"32","Trait32","pLARmEB","PstI.TP55216","4","64877815","2e-04","996.4841","Inf","0.0024","0.0776","A","",""
"32","Trait32","pLARmEB","PstI.TP821395","4","65350082","9e-04","1034.8613","Inf","0.0016","0.0388","C","",""
