"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"19","Trait19","pLARmEB","PstI.TP332845","3","68039381","-3.544e-05","3.0915","3.7926","2.1703e-05","0.4353","C","0.0011","0.0042"
"19","Trait19","pLARmEB","NsiI.TP150749","3","69413427","-8.1461e-05","4.2533","5.0171","1.0611e-05","0.1293","C","",""
"19","Trait19","pLARmEB","PstI.TP1052140","6","19137861","0.0308","4.8239","5.6128","2.9862","0.1034","A","",""
"19","Trait19","pLARmEB","NsiI.TP211131","6","32284894","-0.0295","7.1806","8.0504","2.7408","0.0647","C","",""
"19","Trait19","pLARmEB","NsiI.TP493682","7","59972191","-0.005","3.3967","4.1161","0.5955","0.2414","A","",""
"19","Trait19","pLARmEB","NsiI.TP383484","9","6111601","0.0084","5.609","6.4283","0.7851","0.1983","C","",""
"19","Trait19","pLARmEB","PstI.TP125419","10","50424324","-0.0156","3.2589","3.9702","1.8082","0.2241","G","",""
"19","Trait19","pLARmEB","PstI.TP187918","11","1532","0.0156","6.1503","6.9884","4.9897","0.25","G","",""
"19","Trait19","pLARmEB","PstI.TP874146","11","6098","0.0228","5.8133","6.6399","4.8839","0.056","A","",""
"19","Trait19","pLARmEB","NsiI.TP705689","11","17810","0.0301","4.3296","5.0969","3.5176","0.1034","C","",""
"19","Trait19","pLARmEB","NsiI.TP767179","11","18585","0.0181","4.7567","5.5428","7.6398","0.2328","A","",""
