"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"15","Trait15","pLARmEB","PstI.TP1142098","1","2178144","0.0033","1043.6289","Inf","0.0705","0.0647","G","1e-04","0.0016"
"15","Trait15","pLARmEB","PstI.TP1095066","1","2661867","8e-04","1024.1716","Inf","0","0.0733","C","",""
"15","Trait15","pLARmEB","NsiI.TP564528","1","4080985","-7e-04","1058.1306","Inf","0","0.0129","C","",""
"15","Trait15","pLARmEB","PstI.TP134953","1","5571436","-6e-04","969.5926","Inf","0.0194","0.4483","G","",""
"15","Trait15","pLARmEB","NsiI.TP257077","1","6103539","0.0017","1087.3077","Inf","0.162","0.4353","C","",""
"15","Trait15","pLARmEB","NsiI.TP102967","1","6105258","-0.0013","1071.3232","Inf","0.1103","0.2284","A","",""
"15","Trait15","pLARmEB","NsiI.TP481176","1","7350098","-2e-04","1101.0636","Inf","9e-04","0.2414","A","",""
"15","Trait15","pLARmEB","PstI.TP662300","1","9383388","0.0027","1058.2135","Inf","0.0303","0.0216","A","",""
"15","Trait15","pLARmEB","PstI.TP770895","1","13263569","0.0015","1096.7918","Inf","0.0046","0.1207","A","",""
"15","Trait15","pLARmEB","NsiI.TP425431","1","29611471","-0.0025","1089.8381","Inf","0.3109","0.3836","A","",""
"15","Trait15","pLARmEB","NsiI.TP347457","1","58797125","-0.0015","1001.1037","Inf","0.1314","0.1293","A","",""
"15","Trait15","pLARmEB","PstI.TP49463","1","68578559","5e-04","980.2255","Inf","0.0045","0.0302","A","",""
"15","Trait15","pLARmEB","PstI.TP352846","1","71717994","7e-04","981.6119","Inf","0.028","0.2759","C","",""
"15","Trait15","pLARmEB","PstI.TP134743","1","73610397","-5e-04","1052.2899","Inf","0.0031","0.0474","A","",""
"15","Trait15","pLARmEB","PstI.TP537292","1","78162057","-0.0028","1062.6791","Inf","0.5033","0.2457","C","",""
"15","Trait15","pLARmEB","PstI.TP640960","1","80209769","0.0025","1093.3261","Inf","0.0411","0.0388","C","",""
"15","Trait15","pLARmEB","PstI.TP360841","2","2832783","2e-04","1089.2216","Inf","8e-04","0.4095","C","",""
"15","Trait15","pLARmEB","PstI.TP1034264","2","6135831","-0.001","1041.8171","Inf","0.0661","0.0474","A","",""
"15","Trait15","pLARmEB","NsiI.TP765685","2","16612091","-9e-04","1017.2883","Inf","0","0.0302","A","",""
"15","Trait15","pLARmEB","NsiI.TP282845","2","21883367","0.0021","1028.5087","Inf","0.151","0.0776","A","",""
"15","Trait15","pLARmEB","NsiI.TP205114","2","58611885","-0.0017","1002.3753","Inf","0.1309","0.3147","G","",""
"15","Trait15","pLARmEB","PstI.TP688032","2","65120135","-4e-04","1068.1899","Inf","0.001","0.0172","A","",""
"15","Trait15","pLARmEB","PstI.TP800800","2","66545388","4e-04","1019.7464","Inf","8e-04","0.0388","C","",""
"15","Trait15","pLARmEB","PstI.TP778374","2","70165447","-0.0014","1092.3962","Inf","0.0707","0.0603","A","",""
"15","Trait15","pLARmEB","PstI.TP210905","2","72650615","0.0017","996.5471","Inf","0.1474","0.181","C","",""
"15","Trait15","pLARmEB","PstI.TP1270963","2","75367949","4e-04","1010.6115","Inf","0","0.0474","A","",""
"15","Trait15","pLARmEB","PstI.TP40160","2","77518912","0.0038","1101.8567","Inf","0.1505","0.069","G","",""
"15","Trait15","pLARmEB","NsiI.TP436966","3","208286","0.0021","994.0774","Inf","0.1837","0.0991","A","",""
"15","Trait15","pLARmEB","PstI.TP838373","3","4277724","-0.0033","1091.5472","Inf","0.5165","0.4397","A","",""
"15","Trait15","pLARmEB","NsiI.TP123780","3","55955099","-4e-04","960.9493","Inf","0.0031","0.25","C","",""
"15","Trait15","pLARmEB","NsiI.TP496851","3","61267172","-9e-04","1082.8999","Inf","0.0132","0.1164","C","",""
"15","Trait15","pLARmEB","NsiI.TP540667","3","63587650","-0.002","1031.3591","Inf","0.0336","0.0819","G","",""
"15","Trait15","pLARmEB","PstI.TP269566","3","63644939","4e-04","1014.4804","Inf","0.0099","0.2931","A","",""
"15","Trait15","pLARmEB","PstI.TP622176","3","65129470","0.001","1051.132","Inf","0.0502","0.3707","C","",""
"15","Trait15","pLARmEB","PstI.TP332845","3","68039381","-0.0023","873.5165","Inf","0.2496","0.4353","C","",""
"15","Trait15","pLARmEB","NsiI.TP150749","3","69413427","-7e-04","1034.5439","Inf","0.0023","0.1293","C","",""
"15","Trait15","pLARmEB","PstI.TP621994","3","74383503","-9e-04","1135.0283","Inf","0","0.0129","G","",""
"15","Trait15","pLARmEB","PstI.TP242436","4","2670410","-0.0039","1002.3572","Inf","0.6478","0.306","A","",""
"15","Trait15","pLARmEB","PstI.TP532669","4","3498516","0.0016","1070.1156","Inf","0.1203","0.4741","A","",""
"15","Trait15","pLARmEB","NsiI.TP56457","4","4041209","-2e-04","1108.3647","Inf","0.002","0.3103","A","",""
"15","Trait15","pLARmEB","PstI.TP504809","4","5155593","0.0019","944.7741","Inf","0.1512","0.4138","G","",""
"15","Trait15","pLARmEB","PstI.TP876839","4","6887064","5e-04","975.7177","Inf","0.0072","0.0388","C","",""
"15","Trait15","pLARmEB","NsiI.TP821811","4","48427329","-0.0019","895.2203","Inf","0.1982","0.1336","A","",""
"15","Trait15","pLARmEB","NsiI.TP487552","4","51467824","0.001","982.1179","Inf","0.0473","0.0216","C","",""
"15","Trait15","pLARmEB","NsiI.TP324593","4","54954569","0.0022","1085.9984","Inf","0.0677","0.0776","C","",""
"15","Trait15","pLARmEB","NsiI.TP750468","4","55101918","-2e-04","929.321","Inf","0.0015","0.0733","A","",""
"15","Trait15","pLARmEB","PstI.TP840334","4","59482155","-0.0025","995.1958","Inf","0.2805","0.3362","A","",""
"15","Trait15","pLARmEB","PstI.TP94963","4","60699101","-0.0026","1045.2144","Inf","0.0296","0.0776","A","",""
"15","Trait15","pLARmEB","PstI.TP675318","4","60844616","-0.0122","1075.2495","Inf","0.6367","0.0216","A","",""
