"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"20","Trait20","pLARmEB","PstI.TP1004938","1","72895372","-1.2896e-05","3.5927","4.3231","1.6748e-06","0.2845","C","6e-04","0.0031"
"20","Trait20","pLARmEB","PstI.TP661215","3","54129611","0.0193","9.543","10.4715","11.802","0.2198","A","",""
"20","Trait20","pLARmEB","PstI.TP332845","3","68039381","-5.7335e-05","3.5215","4.248","7.6954e-05","0.4353","C","",""
"20","Trait20","pLARmEB","NsiI.TP676052","4","1055463","-0.0022","3.3766","4.0948","0.1454","0.4095","C","",""
"20","Trait20","pLARmEB","PstI.TP133136","5","65324990","0.013","3.6087","4.34","2.0005","0.194","C","",""
"20","Trait20","pLARmEB","NsiI.TP211131","6","32284894","-0.0257","8.4756","9.3795","2.8174","0.0647","C","",""
"20","Trait20","pLARmEB","NsiI.TP493682","7","59972191","-0.0069","4.8782","5.6694","1.5082","0.2414","A","",""
"20","Trait20","pLARmEB","NsiI.TP383484","9","6111601","0.0098","4.4074","5.1782","1.4568","0.1983","C","",""
"20","Trait20","pLARmEB","PstI.TP1282314","9","15059279","0.0113","5.559","6.3765","3.95","0.1595","A","",""
"20","Trait20","pLARmEB","PstI.TP1192081","9","48933732","0.0128","3.5686","4.2977","1.6543","0.1034","G","",""
"20","Trait20","pLARmEB","NsiI.TP616446","9","56031936","-0.0078","5.3183","6.1269","1.8519","0.4569","C","",""
"20","Trait20","pLARmEB","PstI.TP125419","10","50424324","-0.0153","7.6422","8.5248","2.3593","0.2241","G","",""
"20","Trait20","pLARmEB","PstI.TP187918","11","1532","0.0152","5.3982","6.2098","6.4349","0.25","G","",""
"20","Trait20","pLARmEB","PstI.TP497572","11","3771","0.0116","4.403","5.1736","2.242","0.3103","C","",""
"20","Trait20","pLARmEB","PstI.TP1020545","11","7078","0.0082","3.6551","4.3889","1.835","0.3405","A","",""
"20","Trait20","pLARmEB","NsiI.TP767179","11","18585","0.0156","5.501","6.3164","7.6565","0.2328","A","",""
