"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"9","Trait9","pLARmEB","PstI.TP332845","3","68039381","-5.8215e-05","3.7471","4.4858","9.088e-05","0.4353","C","7e-04","0.0027"
"9","Trait9","pLARmEB","PstI.TP1052140","6","19137861","0.0264","4.6218","5.4021","3.4006","0.1034","A","",""
"9","Trait9","pLARmEB","NsiI.TP211131","6","32284894","-0.0288","8.7545","9.6651","4.0464","0.0647","C","",""
"9","Trait9","pLARmEB","NsiI.TP493682","7","59972191","-0.0076","3.1962","3.9037","2.122","0.2414","A","",""
"9","Trait9","pLARmEB","NsiI.TP383484","9","6111601","0.0049","5.2228","6.0277","0.4191","0.1983","C","",""
"9","Trait9","pLARmEB","PstI.TP125419","10","50424324","-0.0131","4.6113","5.3912","1.9767","0.2241","G","",""
"9","Trait9","pLARmEB","PstI.TP187918","11","1532","0.0129","4.3879","5.1579","5.2827","0.25","G","",""
"9","Trait9","pLARmEB","PstI.TP437620","11","3351","6e-04","5.0271","5.8243","0.011","0.2802","C","",""
"9","Trait9","pLARmEB","PstI.TP497572","11","3771","0.0146","5.1938","5.9976","4.0905","0.3103","C","",""
"9","Trait9","pLARmEB","NsiI.TP767179","11","18585","0.0151","3.4969","4.222","8.2344","0.2328","A","",""
