SNP,Chromosome,Position,P.value,maf,effect
PstI.TP1062903,1,16796019,0.00335395609955165,NA,0.061042970393425
PstI.TP311967,1,17610629,0.00294230490534585,NA,-0.0794564267064128
PstI.TP1020277,1,23246220,1.30028700521172e-05,NA,0.0861009073644185
NsiI.TP459313,1,57397568,1.44886257203358e-07,NA,0.114153403062891
NsiI.TP45219,1,60042018,0.0088281080614829,NA,-0.0749211208298623
PstI.TP153019,1,62238600,0.00558899235005422,NA,0.068301717044231
PstI.TP197677,1,65249144,0.00110054731912556,NA,-0.037862877326569
NsiI.TP575744,1,66841969,0.00795411163908981,NA,0.0642665957371562
PstI.TP1177969,1,69551175,0.00370244906872455,NA,-0.0861797690690518
PstI.TP1088043,1,73790447,0.00206342440180212,NA,0.0612593336368829
PstI.TP38227,1,75241998,0.00172580339434668,NA,-0.05993737121696
PstI.TP725918,2, 8160952,0.000969066194035513,NA,0.104256008792113
PstI.TP229716,2,52006699,1.16304843873051e-05,NA,-0.109955524331618
PstI.TP136266,2,64424937,0.00674675342662764,NA,0.106459379622676
PstI.TP1231486,2,73904492,0.00824194548698497,NA,0.023212840810013
NsiI.TP164112,2,75774037,0.00940303637602801,NA,0.0372033302596338
PstI.TP452304,3, 2977792,0.00403309302599523,NA,-0.0234167597656027
NsiI.TP4640,3, 3845881,0.00679124559821674,NA,0.0405273130933515
PstI.TP308152,3, 6124917,0.00558702343055135,NA,0.048085184283803
PstI.TP354335,3,50899095,3.78035301481648e-10,NA,-0.231660217190708
NsiI.TP18199,3,61934242,0.00215495031762867,NA,0.035198729685306
PstI.TP1257324,3,65916131,0.00143420838447537,NA,-0.0706379740364993
PstI.TP540206,3,66293725,0.00879575658184629,NA,-0.0818822859494928
NsiI.TP145721,3,70764680,0.0036529272162624,NA,0.0933123772343698
PstI.TP1227785,4,  692003,0.0028595563881604,NA,0.056063607212148
PstI.TP1210085,4, 5549411,0.00482852500699046,NA,-0.0881669253516842
PstI.TP133743,4,55575218,0.0019582646095734,NA,-0.0611252323337406
PstI.TP807231,4,59272271,0.00852673337899658,NA,-0.0905001048677196
PstI.TP306248,4,62016244,9.70836390392869e-06,NA,-0.0419368165282279
PstI.TP753660,4,67859176,0.00548028097240768,NA,0.0506243229929341
PstI.TP1186531,5, 1575450,0.00565104593150753,NA,-0.0520174177876295
PstI.TP319342,5,71584607,0.00864817838921732,NA,-0.0264699558677509
PstI.TP365986,6, 6142813,0.00674675342653581,NA,-0.10645937962304
PstI.TP1071411,6,46252009,0.00693259243395275,NA,0.0851667115832176
PstI.TP897409,6,56637189,0.00229081914016966,NA,0.0883221350354602
PstI.TP636369,7, 5813087,0.000491597616480833,NA,-0.0565013278678399
NsiI.TP459288,7,39656372,0.00233959482796963,NA,-0.0247062378376933
PstI.TP702779,7,56779453,0.00878434131098343,NA,-0.03823160436527
PstI.TP893479,7,57292079,0.00267461410130174,NA,-0.0886155459913801
PstI.TP737968,7,60883389,0.00322937049489216,NA,-0.0289937036231417
PstI.TP195822,7,60945564,0.00467884726228737,NA,0.0315323027623915
PstI.TP954037,7,61167285,0.00820978502351854,NA,0.0451022159109688
NsiI.TP353127,8, 4560146,0.00998815342005305,NA,0.034640572904515
PstI.TP640613,8,52638446,0.00048880383792279,NA,0.09976537415901
PstI.TP338249,9, 1847859,0.00916777949205373,NA,0.0717093172360898
PstI.TP1134201,9,49341921,1.17911151896291e-12,NA,-0.212419165809669
PstI.TP77625,9,53718156,4.72775469528239e-07,NA,0.0521337186551041
NsiI.TP66114,9,57265279,0.00468194272725555,NA,-0.0471011677719376
PstI.TP123530,10, 7243969,0.00520237781248943,NA,0.047501260816459
PstI.TP261995,10, 8063942,0.00524977234086839,NA,0.029352228628202
PstI.TP911974,10,44646981,0.000590186491718057,NA,-0.0680435786534119
PstI.TP694310,10,57658733,0.00793045618435419,NA,-0.0479311838319348
PstI.TP302415,11,    2390,0.0023382533521083,NA,-0.035143756166569
PstI.TP310118,11,    2455,0.00210284070408777,NA,-0.0506849486107228
PstI.TP912729,11,    6374,0.00250787843010035,NA,0.0735081124401719
PstI.TP1009864,11,    7007,0.00662203935738543,NA,0.043263937030513
PstI.TP1027663,11,    7144,0.00782681267940788,NA,-0.0412212145918333
NsiI.TP117619,11,   10386,0.00714791505337431,NA,-0.0829232780269004
NsiI.TP501040,11,   15248,0.00473582006422547,NA,-0.0541914268538419
