SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
PstI.TP1148558,2,62049812,8.39312061933679e-08,1.02622788425324,PstI.TP1148558,0.0517241379310345,116
PstI.TP104467,1,76678896,5.93915715396199e-05,0.854518406181641,PstI.TP104467,0.0172413793103448,116
NsiI.TP417126,10,8628335,7.03151468984024e-05,0.251098597705427,NsiI.TP417126,0.245689655172414,116
PstI.TP110898,10,9880843,0.000198120692513897,0.540547087121617,PstI.TP110898,0.0517241379310345,116
PstI.TP10996,6,57974096,0.000260441545169947,-0.343130143081686,PstI.TP10996,0.120689655172414,116
PstI.TP762772,3,6044042,0.000267773468364765,-0.774365079684334,PstI.TP762772,0.0258620689655172,116
PstI.TP1155086,9,50004653,0.000566614224136735,0.359230768051889,PstI.TP1155086,0.237068965517241,116
PstI.TP457393,1,60097068,0.000699724572201916,-0.307251420075607,PstI.TP457393,0.219827586206897,116
PstI.TP371473,10,59883760,0.00112546193835306,-0.802173619018067,PstI.TP371473,0.0172413793103448,116
NsiI.TP488601,1,6409370,0.00201281930512035,0.218279192063674,NsiI.TP488601,0.314655172413793,116
NsiI.TP72077,1,1422420,0.00232160513545121,-0.455619249548044,NsiI.TP72077,0.0387931034482759,116
PstI.TP1068347,7,62120815,0.00240457978102664,-0.355482965752234,PstI.TP1068347,0.116379310344828,116
NsiI.TP557652,10,55121411,0.00309397570071872,0.316300352958868,NsiI.TP557652,0.185344827586207,116
PstI.TP292268,5,3450082,0.00332592573588362,0.357120831192074,PstI.TP292268,0.0775862068965517,116
NsiI.TP420988,2,7976608,0.00360953513625311,-0.730044965652426,NsiI.TP420988,0.0172413793103448,116
PstI.TP384804,2,65029446,0.00404488221405755,-0.217738330166144,PstI.TP384804,0.426724137931034,116
NsiI.TP445310,11,14390,0.00406633118487679,0.386273904241138,NsiI.TP445310,0.0905172413793103,116
NsiI.TP758763,1,57499558,0.00423848944213499,-0.484692248565225,NsiI.TP758763,0.0560344827586207,116
PstI.TP961110,1,65184135,0.00455930751919236,0.253780177697338,PstI.TP961110,0.155172413793103,116
PstI.TP426528,2,75226780,0.00573120933602524,0.240689002741017,PstI.TP426528,0.387931034482759,116
PstI.TP858902,4,66143706,0.00637051070555692,0.198227214268856,PstI.TP858902,0.293103448275862,116
PstI.TP488184,1,70532632,0.0064041242427858,0.280415548519086,PstI.TP488184,0.133620689655172,116
PstI.TP170658,4,45392020,0.00716655265360663,-0.261386308771563,PstI.TP170658,0.133620689655172,116
PstI.TP904740,11,6310,0.00783582770011138,-0.333279241866434,PstI.TP904740,0.107758620689655,116
NsiI.TP28119,11,9435,0.00829120399303219,-0.263477668171353,NsiI.TP28119,0.370689655172414,116
PstI.TP632675,11,4443,0.00846910119524434,0.283759378780604,PstI.TP632675,0.120689655172414,116
PstI.TP805461,1,71344044,0.00927501643625825,0.184127676161041,PstI.TP805461,0.422413793103448,116
PstI.TP751721,9,50513395,0.00929985502357105,0.214359926080861,PstI.TP751721,0.15948275862069,116
PstI.TP339945,11,2686,0.00950388080886627,-0.326782539662477,PstI.TP339945,0.0646551724137931,116
PstI.TP875866,4,64992383,0.00987146785186919,-0.393179200332367,PstI.TP875866,0.0431034482758621,116
NsiI.TP737772,8,24539132,0.0106466214782445,-0.198049265666924,NsiI.TP737772,0.193965517241379,116
PstI.TP1012849,9,50040368,0.0110478532574498,0.480805611010652,PstI.TP1012849,0.0301724137931034,116
NsiI.TP501821,5,53570195,0.0117194030399179,0.352006112781527,NsiI.TP501821,0.0560344827586207,116
PstI.TP715461,3,20004205,0.0120153994352222,0.197078298344233,PstI.TP715461,0.198275862068966,116
NsiI.TP554617,6,46665120,0.0138214053345408,-0.468375412640473,NsiI.TP554617,0.0431034482758621,116
PstI.TP1071605,11,7472,0.0141544258565536,0.346797834639237,PstI.TP1071605,0.0775862068965517,116
PstI.TP996918,11,6924,0.0149377926485845,-0.348063174991301,PstI.TP996918,0.0689655172413793,116
PstI.TP205765,8,46363312,0.014978569753241,0.358895023913845,PstI.TP205765,0.0560344827586207,116
PstI.TP522635,11,3904,0.0149925970833975,0.185759019484481,PstI.TP522635,0.21551724137931,116
PstI.TP1181279,10,61156077,0.0165576362892648,-0.245589248168399,PstI.TP1181279,0.150862068965517,116
PstI.TP384871,9,47612549,0.0171665271023122,-0.415224203939649,PstI.TP384871,0.0387931034482759,116
PstI.TP345529,6,60263361,0.0176860574890862,-0.420679152226684,PstI.TP345529,0.0474137931034483,116
NsiI.TP12272,11,9260,0.018471446112441,-0.163392855777808,NsiI.TP12272,0.400862068965517,116
PstI.TP51816,4,64961913,0.018683539356307,0.250076582985092,PstI.TP51816,0.258620689655172,116
PstI.TP787540,11,5445,0.0193602320282654,-0.276817469781775,PstI.TP787540,0.116379310344828,116
PstI.TP1040444,1,61649660,0.019835911722147,-0.392258178516936,PstI.TP1040444,0.0474137931034483,116
NsiI.TP317101,3,61771383,0.0201320690542221,0.276461648286872,NsiI.TP317101,0.21551724137931,116
PstI.TP142256,11,1187,0.0202225762149792,-0.20507898627372,PstI.TP142256,0.202586206896552,116
PstI.TP70014,4,5572416,0.0207174580548109,0.796343064070857,PstI.TP70014,0.491379310344828,116
NsiI.TP148399,3,63530653,0.0218194348201444,-0.249706370303218,NsiI.TP148399,0.116379310344828,116
PstI.TP1040729,4,54844080,0.0221632755949778,-0.147554930938568,PstI.TP1040729,0.237068965517241,116
PstI.TP433676,2,75336590,0.0223451637773626,0.26049746343985,PstI.TP433676,0.116379310344828,116
NsiI.TP161693,9,56152528,0.0223916686911519,0.472907961567699,NsiI.TP161693,0.0301724137931034,116
PstI.TP673282,4,65067106,0.0224844522065918,-0.320932042936454,PstI.TP673282,0.0732758620689655,116
PstI.TP694310,10,57658733,0.022610006279619,-0.335056888433902,PstI.TP694310,0.0818965517241379,116
NsiI.TP415930,10,20420558,0.0227078295642901,-0.353810526499661,NsiI.TP415930,0.0387931034482759,116
PstI.TP807327,11,5594,0.0227426800077005,0.494643862097257,PstI.TP807327,0.0301724137931034,116
PstI.TP516632,11,3891,0.0227854516567161,0.282543514142808,PstI.TP516632,0.0775862068965517,116
PstI.TP548129,10,58739589,0.0228510040371823,0.65775638943945,PstI.TP548129,0.0129310344827587,116
PstI.TP424478,11,3280,0.0244327320763991,0.417577274528948,PstI.TP424478,0.0301724137931034,116
NsiI.TP194619,6,55228277,0.0249248459046422,-0.579694224794699,NsiI.TP194619,0.0172413793103448,116
PstI.TP287063,5,36574210,0.0250610404555472,0.319871491925016,PstI.TP287063,0.0517241379310345,116
PstI.TP369771,6,59498070,0.0252356102949422,0.583054619722104,PstI.TP369771,0.0172413793103449,116
PstI.TP826982,8,664718,0.0252403288284178,-0.21381235699063,PstI.TP826982,0.297413793103448,116
NsiI.TP326794,1,58346265,0.0261182272532074,0.414339076237805,NsiI.TP326794,0.0301724137931034,116
PstI.TP374113,11,2928,0.0261357977059713,0.392109653430496,PstI.TP374113,0.0431034482758621,116
PstI.TP1220431,6,57879530,0.0265166962010225,-0.17759466871368,PstI.TP1220431,0.375,116
PstI.TP504809,4,5155593,0.0266650819642666,0.209280239863,PstI.TP504809,0.40948275862069,116
NsiI.TP362299,11,13124,0.0268070798516282,-0.407246408330584,NsiI.TP362299,0.0344827586206897,116
PstI.TP798504,8,58863921,0.0268691083846011,-0.161826052401323,PstI.TP798504,0.344827586206897,116
NsiI.TP489646,11,15049,0.0270811432437783,-0.163710913502155,NsiI.TP489646,0.353448275862069,116
PstI.TP1215769,6,60047342,0.027176204396061,-0.176849288024948,PstI.TP1215769,0.431034482758621,116
PstI.TP907836,3,63143644,0.0279163526693621,0.252167371588864,PstI.TP907836,0.0905172413793103,116
PstI.TP400705,7,1246953,0.0291301459912222,-0.441087584980789,PstI.TP400705,0.0301724137931034,116
PstI.TP549798,2,23212519,0.0302588600849109,-0.174866932520137,PstI.TP549798,0.245689655172414,116
PstI.TP1231136,3,52841481,0.0302824724476364,0.308590145700713,PstI.TP1231136,0.0862068965517241,116
PstI.TP1071296,11,7466,0.0304777206885808,0.188562163054993,PstI.TP1071296,0.146551724137931,116
PstI.TP521411,11,3897,0.0307089169700764,0.278619887723907,PstI.TP521411,0.0431034482758621,116
NsiI.TP173071,4,64391873,0.0310636846821613,0.426004132787612,NsiI.TP173071,0.0301724137931034,116
NsiI.TP218789,3,51796050,0.031089654231182,0.166941000639146,NsiI.TP218789,0.25,116
NsiI.TP367540,1,5460609,0.0310982909090657,0.55046887295525,NsiI.TP367540,0.0172413793103449,116
PstI.TP843955,6,52307437,0.0315774966753252,-0.669331893205402,PstI.TP843955,0.0129310344827586,116
PstI.TP843092,5,14746414,0.0320989950122886,-0.419003586648079,PstI.TP843092,0.0301724137931034,116
NsiI.TP459288,7,39656372,0.0321567767976048,-0.152098556179044,NsiI.TP459288,0.474137931034483,116
NsiI.TP487732,3,66464681,0.0328741389002993,-0.386640059654081,NsiI.TP487732,0.0301724137931034,116
PstI.TP98115,9,51912899,0.0331221375908422,0.38061118673854,PstI.TP98115,0.0387931034482759,116
PstI.TP374544,3,63699323,0.0332507171511393,0.641334762090581,PstI.TP374544,0.0129310344827587,116
PstI.TP802029,2,14358830,0.033466423353882,-0.400577342958689,PstI.TP802029,0.0344827586206896,116
PstI.TP664215,11,4634,0.0349278418565247,-0.239871131323358,PstI.TP664215,0.0862068965517241,116
