SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP28134,3,56267653,0.00069895422361202,0.100877192982456,114,0.0534664211667165,0.155313402017525,2.68467067130789
PstI.TP142256,11,    1187,0.000917138387285911,0.201754385964912,114,0.0534664211667165,0.150621268543452,1.86073489540672
PstI.TP220394,11,    1803,0.00137286982421432,0.043859649122807,114,0.0534664211667165,0.143718962181377,3.29959065385846
NsiI.TP383667,7,  419094,0.00143206677218792,0.0921052631578947,114,0.0534664211667165,0.143001218003981,2.88766099146184
PstI.TP55941,6,51146867,0.00145330727984739,0.25,114,0.0534664211667165,0.142751102373408,1.63849595263422
PstI.TP144413,11,    1220,0.00243196397174046,0.491228070175439,114,0.0534664211667165,0.134073246275747,-1.34732281124891
PstI.TP852023,4,51121423,0.00309147815037004,0.0657894736842105,114,0.0534664211667165,0.130075687505034,-2.45425494536184
PstI.TP1020277,1,23246220,0.00344634783453723,0.0307017543859649,114,0.0534664211667165,0.128275438324461,-3.82057714426408
PstI.TP577552,2,61335361,0.00371374916720885,0.0263157894736842,114,0.0534664211667165,0.127041176102619,-4.1705783509996
PstI.TP24110,4,52990968,0.0042682776564345,0.0921052631578947,114,0.0534664211667165,0.124750746423708,-2.32024082730129
PstI.TP269152,3,  390266,0.00427644025486114,0.0394736842105263,114,0.0534664211667165,0.12471937761021,3.07875202511671
PstI.TP548667,1,53141843,0.00467555294874506,0.0131578947368421,114,0.0534664211667165,0.123256691589417,5.28422132954206
PstI.TP1227790,9,48696731,0.00501991882523151,0.0131578947368421,114,0.0534664211667165,0.122094940727141,-5.25759725849885
PstI.TP308053,1, 8330660,0.00535390256641823,0.109649122807018,114,0.0534664211667165,0.121044479040224,2.00702653934417
PstI.TP105605,3,54845915,0.00595481577396955,0.0833333333333333,114,0.0534664211667165,0.119314959901461,2.97641582158444
PstI.TP114052,3,56021734,0.0059896364628674,0.0307017543859649,114,0.0534664211667165,0.119220356116363,-3.66059884051211
PstI.TP1250222,11,    8799,0.00615428352687104,0.0526315789473684,114,0.0534664211667165,0.118780615420542,2.16512754462714
PstI.TP944343,8,51918904,0.0065616823486888,0.100877192982456,114,0.0534664211667165,0.117742929107491,-2.06829575145182
PstI.TP927424,1,73127829,0.00680400887923169,0.0219298245614035,114,0.0534664211667165,0.117156931373061,3.8839994092088
PstI.TP961110,1,65184135,0.00711187639350357,0.153508771929825,114,0.0534664211667165,0.116442915722933,-1.66231275031481
PstI.TP929497,2,60716322,0.00725589997686736,0.109649122807018,114,0.0534664211667165,0.11611983165198,-1.7778083753404
PstI.TP929174,2,65390153,0.00733923095867692,0.368421052631579,114,0.0534664211667165,0.115935923523617,-1.1697226254334
PstI.TP18098,2,23769344,0.00744419434504486,0.0833333333333333,114,0.0534664211667165,0.115707334168207,2.5179348799017
PstI.TP759023,6,46253378,0.00792954889750803,0.5,114,0.0534664211667165,0.114692099986422,5.84283505768687
PstI.TP834454,11,    5776,0.00859551544049622,0.0789473684210526,114,0.0534664211667165,0.113399463808929,2.48725485346322
PstI.TP773822,1,60097008,0.0087762540656899,0.0350877192982456,114,0.0534664211667165,0.113066582586717,-3.05950941119172
PstI.TP243328,2,58674737,0.00886131977565157,0.416666666666667,114,0.0534664211667165,0.112912368557399,1.18103350738891
PstI.TP890801,2,72613106,0.00904299165205192,0.0877192982456141,114,0.0534664211667165,0.1125881100683,1.83206489021765
PstI.TP972953,1, 7984963,0.0102103597195034,0.451754385964912,114,0.0534664211667165,0.110653724225354,-1.10994438788589
NsiI.TP51476,6,53107093,0.0105087457080319,0.0131578947368421,114,0.0534664211667165,0.110196199260731,-4.62131706041243
PstI.TP82969,11,     695,0.0121962582760748,0.0921052631578947,114,0.0534664211667165,0.107839573563155,-1.71230357287496
PstI.TP396501,3,62733946,0.0124822467611097,0.0745614035087719,114,0.0534664211667165,0.107474129126526,2.24746326310307
PstI.TP1019197,11,    7072,0.0125883522195272,0.0350877192982456,114,0.0534664211667165,0.107340761424445,-2.98057627556571
PstI.TP476886,2,55394288,0.0128632608845702,0.214912280701754,114,0.0534664211667165,0.107000602886113,1.57749764231624
PstI.TP401147,11,    3119,0.0140939102126035,0.0921052631578947,114,0.0534664211667165,0.105565523828495,1.84492468585413
PstI.TP347563,6,51192256,0.0142593005848204,0.298245614035088,114,0.0534664211667165,0.10538270030144,1.14872787542014
PstI.TP329411,11,    2608,0.014299811484438,0.0219298245614035,114,0.0534664211667165,0.105338257104567,-3.41785709051776
PstI.TP494387,1,70689700,0.0148219911215806,0.0219298245614035,114,0.0534664211667165,0.104776889871671,-3.38687670643931
PstI.TP443810,11,    3398,0.0148434543817303,0.114035087719298,114,0.0534664211667165,0.104754260272835,-1.58065121841879
PstI.TP836370,2,74973263,0.0158160532283106,0.324561403508772,114,0.0534664211667165,0.103763195478751,1.63771799157262
PstI.TP1193013,6,60825902,0.0160880678777533,0.105263157894737,114,0.0534664211667165,0.103497405923468,-2.30300656684291
PstI.TP393060,11,    3059,0.0176400914672966,0.214912280701754,114,0.0534664211667165,0.102065601713009,1.30180749061121
PstI.TP1032679,4,63918789,0.0176959451192067,0.043859649122807,114,0.0534664211667165,0.10201656467892,-2.07408331277804
PstI.TP110898,10, 9880843,0.017822660796132,0.0526315789473685,114,0.0534664211667165,0.101905912681585,-2.00556894000262
PstI.TP1189383,4,60173881,0.0178432570922593,0.12719298245614,114,0.0534664211667165,0.101888005287152,-1.68895922722097
NsiI.TP402781,11,   13547,0.0178471060288127,0.0877192982456141,114,0.0534664211667165,0.101884661242039,-2.01860204019087
PstI.TP523933,1, 6018181,0.019361669892726,0.258771929824561,114,0.0534664211667165,0.100624267996325,1.0935310930799
PstI.TP1172225,6, 3890042,0.0195347294783125,0.0307017543859649,114,0.0534664211667165,0.10048687851723,-3.00437363963497
PstI.TP588767,10,43265382,0.0195959255336844,0.0263157894736842,114,0.0534664211667165,0.1004386013178,-3.11620075944613
PstI.TP700714,2,22951859,0.0200068263985816,0.179824561403509,114,0.0534664211667165,0.100118486516201,1.37293892627548
PstI.TP721355,4,64776340,0.021179584901359,0.0263157894736842,114,0.0534664211667165,0.0992414714166752,-3.06687222010263
PstI.TP951624,2,59246898,0.0212922971934307,0.0789473684210527,114,0.0534664211667165,0.0991598839316823,-2.21831952157048
PstI.TP166481,3, 1960833,0.021518961960955,0.0526315789473685,114,0.0534664211667165,0.098997176536063,1.87791682032399
PstI.TP1147160,7,44396170,0.021593760665066,0.447368421052632,114,0.0534664211667165,0.0989438785631016,-2.42872210165078
PstI.TP84880,1,63680478,0.0219131450764051,0.135964912280702,114,0.0534664211667165,0.098718463237627,1.82938061364006
PstI.TP1000389,7,44396572,0.0220127393833239,0.0526315789473685,114,0.0534664211667165,0.0986488773828628,-2.29704290946255
NsiI.TP648509,10,41353679,0.0230764166648182,0.0526315789473684,114,0.0534664211667165,0.0979257003101859,2.11818773050678
PstI.TP272031,8, 4185086,0.0234355401160749,0.0482456140350878,114,0.0534664211667165,0.0976894315969119,-2.23129825073868
PstI.TP262789,3,72159095,0.0239206176035137,0.0789473684210526,114,0.0534664211667165,0.097376277297102,2.20483115960194
PstI.TP398042,11,    3104,0.0241902398889143,0.364035087719298,114,0.0534664211667165,0.0972050936966282,1.06608027199436
PstI.TP807213,1,57183105,0.0244439128173686,0.0964912280701754,114,0.0534664211667165,0.0970458610340503,-1.62467107610299
PstI.TP387467,6,55340504,0.0254418356125997,0.447368421052632,114,0.0534664211667165,0.096435919598253,0.99033219512362
NsiI.TP730441,3,70813388,0.0258459470765535,0.0833333333333333,114,0.0534664211667165,0.0961960621788098,2.14211769851846
PstI.TP640318,3,66580470,0.0263039814328358,0.0131578947368421,114,0.0534664211667165,0.0959289344616441,-4.14579189393229
NsiI.TP304764,3, 1836392,0.0267216718342703,0.0789473684210526,114,0.0534664211667165,0.0956895780175929,-1.65087740083681
PstI.TP999740,1,  569491,0.0272097119242316,0.0921052631578947,114,0.0534664211667165,0.0954148589239453,-1.73090847351679
PstI.TP178843,10,51681279,0.0273941211475861,0.0789473684210527,114,0.0534664211667165,0.0953124056918165,1.63396090391196
PstI.TP1040444,1,61649660,0.0276008659693691,0.0482456140350877,114,0.0534664211667165,0.0951984054020191,2.21987421178957
PstI.TP543346,2,64518197,0.0276011545464814,0.0964912280701754,114,0.0534664211667165,0.0951982469096641,-1.78877220687905
PstI.TP156491,8,62158572,0.0277178860829639,0.087719298245614,114,0.0534664211667165,0.0951342786654537,2.22872123851182
PstI.TP65744,2,60726974,0.0278317741658196,0.157894736842105,114,0.0534664211667165,0.0950721421445182,1.53592385764651
PstI.TP141051,3,54726050,0.0279729805937158,0.0131578947368421,114,0.0534664211667165,0.0949954726672506,3.94523194451103
NsiI.TP311723,6,61255833,0.0280625356186067,0.210526315789474,114,0.0534664211667165,0.0949470593391334,-1.3842718035213
PstI.TP678449,3, 6895124,0.0289690231740285,0.0570175438596491,114,0.0534664211667165,0.0944660051710459,1.96048992866569
PstI.TP40961,11,     345,0.0292209080941933,0.254385964912281,114,0.0534664211667165,0.0943351559518328,1.0602012393352
PstI.TP285646,7,59945480,0.0293556231378247,0.0701754385964912,114,0.0534664211667165,0.0942656625447499,2.09706354409265
PstI.TP746782,9,53784279,0.0295347717292033,0.0482456140350877,114,0.0534664211667165,0.094173768278901,-2.24737373717232
NsiI.TP769989,6,55440097,0.0299165183551264,0.0657894736842105,114,0.0534664211667165,0.0939799016544675,-2.28623683766505
NsiI.TP336547,6,58396661,0.030528313178956,0.0964912280701754,114,0.0534664211667165,0.0936745981698561,-1.65765263063191
NsiI.TP609151,5,68282440,0.0306646409827069,0.0877192982456141,114,0.0534664211667165,0.0936074484334598,2.41907962997157
NsiI.TP350913,11,   12980,0.031540559889479,0.0570175438596491,114,0.0534664211667165,0.0931834007428707,-2.506964296156
PstI.TP1102757,3,60738907,0.0316122458245395,0.0877192982456141,114,0.0534664211667165,0.0931492496784616,-2.05115406014696
PstI.TP1066422,3,60988993,0.0323925623770177,0.232456140350877,114,0.0534664211667165,0.0927827260015367,-1.17478421007135
PstI.TP156810,4, 2774722,0.0329952058039962,0.0307017543859649,114,0.0534664211667165,0.0925060010951747,2.68289096315265
PstI.TP31637,11,     249,0.0331464213870984,0.285087719298246,114,0.0534664211667165,0.09243740538754,0.897570548567025
PstI.TP270940,5,68495452,0.0332383670433674,0.359649122807018,114,0.0534664211667165,0.0923958581505228,0.993749534770427
PstI.TP521834,4,53924496,0.0332480753653226,0.0964912280701754,114,0.0534664211667165,0.0923914783883367,-1.50395736009797
PstI.TP39747,11,     327,0.033332429829194,0.100877192982456,114,0.0534664211667165,0.0923534801089787,-1.54156441540881
NsiI.TP148994,4,66874533,0.0334422251157355,0.0657894736842105,114,0.0534664211667165,0.0923041741512072,-2.00567590662743
NsiI.TP556871,11,   16026,0.0334929152233961,0.0482456140350877,114,0.0534664211667165,0.0922814685225971,-2.12876500060373
PstI.TP110885,6,47190301,0.0335376509650001,0.144736842105263,114,0.0534664211667165,0.0922614602732602,1.2017977150891
PstI.TP392482,1,17611146,0.0338835625070276,0.0219298245614035,114,0.0534664211667165,0.0921076985742529,3.12491025004247
PstI.TP188641,3, 6088178,0.0343826655713332,0.140350877192982,114,0.0534664211667165,0.091888750120497,-1.34585592626459
PstI.TP57846,4, 4201581,0.034591579880842,0.228070175438597,114,0.0534664211667165,0.0917981017002623,-1.41671911580516
PstI.TP993788,8,60518710,0.034834233890365,0.109649122807018,114,0.0534664211667165,0.0916935397675164,1.6437022543725
PstI.TP762318,2,61355207,0.0354108784412604,0.0701754385964912,114,0.0534664211667165,0.0914481272252096,2.24610517989946
PstI.TP459896,11,    3510,0.036503252346325,0.0789473684210527,114,0.0534664211667165,0.0909946450986298,-1.99645303859561
NsiI.TP338280,6,53961287,0.0365298965044396,0.451754385964912,114,0.0534664211667165,0.0909837649906605,0.886378836883735
PstI.TP1040911,9,57488127,0.0366215320948117,0.0350877192982456,114,0.0534664211667165,0.0909464099600742,2.54727632181452
PstI.TP998613,4,57808215,0.0367568689320827,0.0745614035087719,114,0.0534664211667165,0.0908914214444283,2.09154154755408
PstI.TP229147,2, 3390758,0.0369733368065535,0.0526315789473685,114,0.0534664211667165,0.0908039143113649,-2.26819059159183
PstI.TP63668,11,     530,0.0371815383306436,0.171052631578947,114,0.0534664211667165,0.0907202609147733,-1.15155985555337
