SNP,Chromosome,Position,P.value,maf,effect
PstI.TP417865,1, 2030761,0.000102850217305805,NA,0.398810490794823
PstI.TP537488,1,15836219,0.00309841413831294,NA,0.323655035615611
PstI.TP15027,1,50852753,0.00526757072120356,NA,0.195422370147487
NsiI.TP801056,1,69044428,0.00456143870688461,NA,-0.503332172583208
PstI.TP488184,1,70532632,0.00239999736803643,NA,0.347305665377427
PstI.TP694469,2,61192392,0.000186176256500452,NA,0.251862042574682
PstI.TP969794,2,67990747,0.00559579770555212,NA,0.772382399332135
PstI.TP336193,2,73663045,0.00337059593330597,NA,0.723265198027855
PstI.TP1244481,2,75457518,0.00415732826270956,NA,0.536107200402638
PstI.TP864763,3, 1256958,0.00157381756270409,NA,-0.679247610583708
PstI.TP798778,3,63375873,6.06201899894093e-05,NA,0.967175261084082
PstI.TP1248832,3,65713285,0.00644601136694697,NA,0.292613426355155
PstI.TP745087,3,71534823,0.00679910798153396,NA,-0.243083584458466
PstI.TP1270259,3,73055182,0.000751375135177101,NA,-0.389189343454489
PstI.TP875578,4,55697620,0.00873783396296362,NA,-0.210608546212758
PstI.TP1032679,4,63918789,9.62399112114718e-07,NA,0.762865071456553
PstI.TP933689,4,68479830,0.00840723561575718,NA,0.441372703503328
PstI.TP682615,6,46570239,0.00282248193937566,NA,-0.42910628952344
PstI.TP1112974,6,49485124,0.000684221450085067,NA,0.424211888164975
PstI.TP1175455,6,49891048,0.00206816570140026,NA,-0.683734790818689
PstI.TP208272,6,53679758,6.70739795583263e-05,NA,-0.281890411974159
NsiI.TP401041,6,59883335,0.00160784675336153,NA,-0.48580469228735
PstI.TP143719,6,59895028,0.00360769102387264,NA,-0.68164236429674
PstI.TP948276,7, 8285239,0.00289957702116919,NA,-0.662298197634811
PstI.TP913067,7,37614298,0.00458369620645653,NA,0.580608546068858
PstI.TP220192,7,42063325,0.00858038412111403,NA,0.286122344327633
PstI.TP356253,8, 3819223,0.00333376640704482,NA,0.485870696157346
PstI.TP763524,8,54655315,6.47659516913898e-05,NA,0.426089634105234
PstI.TP419219,9, 1650258,0.0024673734334199,NA,-0.445180541891736
PstI.TP746782,9,53784279,0.0065215286159846,NA,0.505915008467532
PstI.TP1062021,9,59189842,0.00518819001736154,NA,0.391823828471541
PstI.TP887121,10,55720067,0.00984123361654597,NA,-0.216541655132386
PstI.TP925206,10,58730377,0.00748701925450403,NA,0.177154030988983
PstI.TP31637,11,     249,0.00712493934957154,NA,-0.214339185224179
PstI.TP403269,11,    3130,0.00136055753641369,NA,0.253386281987476
PstI.TP470828,11,    3576,4.4692109397201e-06,NA,0.525207097543586
PstI.TP790783,11,    5472,0.00988158319671959,NA,-0.350923729443527
PstI.TP898033,11,    6259,0.00762813236704596,NA,0.558890624914404
PstI.TP1002850,11,    6959,0.00500615757994867,NA,0.725655418458541
PstI.TP1158265,11,    8131,0.00421368088713418,NA,0.312371813809038
NsiI.TP39895,11,    9610,0.00105777405814781,NA,-0.276024058795856
NsiI.TP240864,11,   11838,0.00348976175545606,NA,-0.393715774401054
NsiI.TP402781,11,   13547,0.00227265916657854,NA,-0.510708890959889
