SNP,Chromosome,Position,P.value,maf,effect
PstI.TP402429,1, 4990016,0.0064680452150379,NA,-12.4392948943455
NsiI.TP347636,1,17221327,0.00568663959292666,NA,12.5785305260561
PstI.TP147052,1,18036670,0.00419201647627123,NA,12.9774003568614
PstI.TP757921,1,26848011,0.00724810059786039,NA,5.98519568416089
PstI.TP457393,1,60097068,0.00032614642755708,NA,-8.95170712720207
PstI.TP961110,1,65184135,0.00210922694036093,NA,9.08021115529597
PstI.TP488184,1,70532632,0.00256921733667284,NA,10.623671748107
PstI.TP805461,1,71344044,0.00394477978447482,NA,6.8280041447442
PstI.TP1272710,1,72295373,0.00775670101240612,NA,6.52975794031204
PstI.TP703969,1,80877289,9.55187467546919e-06,NA,12.833492615548
NsiI.TP420988,2, 7976608,0.00435545259418869,NA,-23.6334139528706
PstI.TP802029,2,14358830,0.00373997114166226,NA,-18.123326121457
PstI.TP130960,2,46747557,0.00543600783930657,NA,-21.6062280325241
PstI.TP1069784,2,63643324,0.00965014591357701,NA,-17.5988314012336
NsiI.TP615647,2,68626980,0.00681110038663827,NA,-5.22921849998548
PstI.TP503391,2,73095782,0.00863072108611554,NA,-6.6050118302318
NsiI.TP164112,2,75774037,7.74825827570364e-05,NA,18.0139430746732
PstI.TP789303,3, 2503265,0.00241107495369885,NA,13.6383810632552
NsiI.TP218789,3,51796050,2.45419614396217e-07,NA,11.7184198127988
PstI.TP105605,3,54845915,7.45851713841219e-07,NA,-18.336473119135
NsiI.TP349068,3,63530177,0.00513118304084169,NA,15.3319097343011
PstI.TP207042,3,68906982,0.00216703648031733,NA,16.6941613547307
PstI.TP875232,4, 1379976,0.00796956179158402,NA,-14.6076545704919
PstI.TP899837,4, 2894449,0.00818097832570019,NA,6.08688458010925
NsiI.TP762935,6, 3182336,0.00436592375476148,NA,27.0218067156819
PstI.TP901714,6, 3915493,0.00713456098607848,NA,6.74620955605731
NsiI.TP34193,6,47900218,0.00492042602121597,NA,9.54681213164164
PstI.TP30142,6,54712768,0.00633664860469161,NA,9.63345079579979
PstI.TP935926,6,55352294,0.0091769237263202,NA,-6.26436142743907
PstI.TP10996,6,57974096,5.92272836350081e-09,NA,-21.584245454068
PstI.TP143356,6,60904975,0.00458700723302041,NA,27.0350297956088
PstI.TP948276,7, 8285239,0.00260417059962576,NA,-18.4681078317999
PstI.TP737968,7,60883389,0.00998561525541134,NA,-7.09043352447935
NsiI.TP470396,7,65424581,0.00383973018055924,NA,-8.15576871711121
PstI.TP507422,8,44877842,0.00737769857151622,NA,22.6183912857877
PstI.TP45420,8,59829645,0.00842794983738396,NA,13.4359664828035
PstI.TP1155086,9,50004653,1.33880754351566e-11,NA,25.7815941369546
PstI.TP751721,9,50513395,1.942469301962e-06,NA,12.5649680032679
NsiI.TP445017,9,55901846,2.19180410003077e-05,NA,7.88904488504643
PstI.TP110898,10, 9880843,0.00097333218726557,NA,13.4311364054766
PstI.TP1104438,10,51975768,0.000687582668769777,NA,-33.1336395841003
PstI.TP31817,11,     252,0.00128652727789448,NA,-7.93467258695586
PstI.TP100651,11,     821,0.00413782166941775,NA,-6.3351032658409
PstI.TP142256,11,    1187,0.00343345857811573,NA,-7.85130163754606
PstI.TP631928,11,    4437,0.00440100645533856,NA,7.36984704966398
PstI.TP632675,11,    4443,0.00435686661946421,NA,10.0333463217068
PstI.TP643059,11,    4521,0.00273020522390398,NA,24.7759095413459
PstI.TP787540,11,    5445,0.00930627475251073,NA,-9.38877415219784
PstI.TP834454,11,    5776,0.0044161253224409,NA,-15.9620578489064
